JobTitle,company,JobLocation,JobType,DaysPostedAgo,MatchPercentage,LinkToApply,NoOfSkillsJobDemanded,SkillsJobDemended,NoOfMatchedSkills,MatchedSkills,NoOfUnmatchedSkills,UnmatchedSkills,NoOfExtraSkillsYouHave,ExtraSkillsYouHave,MyTotalSkills
 Paid Internship: SQL DBA/Business Analyst," Data Targeting, Inc.", ," Part-time, Internship",1.0,63.64,"https://www.indeed.com/company/Data-Targeting,-Inc./jobs/Paid-Internship-36173d31e1768241?fccid=dbc222ad0bf78129&vjs=3",33.0,"Excel, Documentation, Data Manipulation, Problem Solving, Email, Data Analytics, Reports, Code, Mac, SQL Queries, R, Review, Writing, Analysis, iOS, Data Sets, SAS, Communication, C, ETL, Data Analysis, Python, Tableau, Consulting, Tools, Operations, Analytics, Development, SQL, Oral Communication, Applications, Data, Programming",21.0,"Excel, Data Analytics, Reports, Code, Mac, R, Analysis, SAS, Data Sets, C, ETL, Data Analysis, Python, Tableau, Tools, Operations, Analytics, Development, SQL, Data, Programming",12.0,"Documentation, SQL Queries, Review, Oral Communication, Data Manipulation, Writing, Consulting, Applications, Problem Solving, Email, iOS, Communication",87.0,"Toad, Tensorflow, Certifications, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Design, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Seaborn, Decision Making, Reporting, Enterprise Miner, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 Data Research and Acceleration Analyst - Part-time Internship (Fall 2018)," Two Sigma Investments, LLC.", ," Part-time, Internship",8.0,63.33,https://www.indeed.com/rc/clk?jk=03b90cc19e928519&fccid=facc18fe475dac15&vjs=3,30.0,"Financial, Languages, Scripting Languages, Technical, Quantitative, Statistics, R, Analysis, iOS, Matlab, C, Data Analysis, Python, Computer, Tableau, Research, Data Science, Tools, Database, Technology, Science, SQL, Relational Databases, Applications, Databases, Data, Big Data, Creative, Management, Computer Science",19.0,"C, Technology, Science, Data Analysis, Quantitative, Python, Statistics, Computer, Tableau, R, SQL, Data Science, Tools, Data, Big Data, Analysis, Technical, Management, Computer Science",11.0,"Research, Relational Databases, Applications, Financial, Languages, Scripting Languages, Databases, Creative, Database, iOS, Matlab",89.0,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108.0
 Animal Care Exhibit Usage and Analyst Internship (Summer), Columbus Zoo and Aquarium, ," Full-time, Temporary, Internship",17.0,62.5,https://www.indeed.com/rc/clk?jk=0a88672bed17035f&fccid=32a0dd687a882b21&vjs=3,16.0,"C, Science, Excel, Computer, R, Training, Presentation, Reporting, Data,  Maintain, Analysis, Verbal, Management, Written Communication, Communication, Design",10.0,"C, Science, Excel, Computer, R, Reporting, Data, Analysis, Management, Design",6.0,"Training, Presentation,  Maintain, Verbal, Written Communication, Communication",98.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108.0
 Hybrid IT Quality Analyst Intern, Hewlett Packard Enterprise, , Internship,6.0,61.9,https://www.indeed.com/rc/clk?jk=ae8544223847f671&fccid=216eb700022de6f6&vjs=3,21.0,"Software, Reports, Technical, Support, Statistics, AWS, R, Review, Analysis, C, Computer, Trends, Tools, Design, Engineering, Science, Development, Data, Math, Organization, Computer Science",13.0,"C, Science, Development, Statistics, Computer, R, Tools, Data, Computer Science, Reports, Analysis, Technical, Design",8.0,"Support, AWS, Review, Trends, Software, Engineering, Math, Organization",95.0,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108.0
 Data Analyst Intern, Brandify, , Internship,8.0,61.54,https://www.indeed.com/rc/clk?jk=b87e05e278d4eb01&fccid=e6f78b2262762844&vjs=3,26.0,"Excel, Information Technology, Data Management, Support, R, Metrics, Goals, Analysis, Verbal, Communication, C, Tableau, Personal, Data Science, Trends, Reporting, Tools, Analytics, Technology, Science, SQL, Data,  Maintain, Management, Google Analytics, Design",16.0,"C, Technology, Science, Excel, SQL, Tableau, R, Data Science, Reporting, Tools, Data, Analysis, Information Technology, Management, Analytics, Design",10.0,"Data Management, Support, Personal, Metrics, Trends, Goals,  Maintain, Verbal, Communication, Google Analytics",92.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108.0
 Oil Market Analysis Intern, Genscape, , Internship,16.0,61.11,https://www.indeed.com/rc/clk?jk=b1f7cd3636573f35&fccid=641684ae5ed23ec4&vjs=3,18.0,"C, Data Management, Development, SQL, R, Collaboration, Research, Collaboration , Databases, Tools, Data, Database, Analysis, Detail Oriented, Technical, Management, Mac, Design",11.0,"C, Development, SQL, R, Tools, Data, Analysis, Technical, Management, Mac, Design",7.0,"Data Management, Research, Collaboration , Databases, Database, Detail Oriented, Collaboration",97.0,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 Intern - Data Analyst, Ring Inc., ," Full-time, Internship",0.58,60.87,https://www.indeed.com/rc/clk?jk=1fcfcc8925b8c849&fccid=d7b88e1e120e5914&vjs=3,23.0,"Excel, Web Design, Security, Statistics, SQL Queries, R, Analyze Data, Web, Matlab, C, Python, Computer, Design, Engineering, Science, SQL, Matplotlib, Pandas, Numpy, Data, Math, Visualizations, Computer Science",14.0,"C, Science, Excel, SQL, Python, Matplotlib, Statistics, Computer, R, Pandas, Numpy, Data, Computer Science, Design",9.0,"Web Design, SQL Queries, Analyze Data, Security, Engineering, Math, Web, Visualizations, Matlab",94.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Hive, Networks, Business Objects",108.0
 Data Analyst Intern, Wantable, ," Full-time, Part-time, Internship",15.0,60.0,https://www.indeed.com/rc/clk?jk=e5d2d196314cbb16&fccid=622ab3e1111ef37a&vjs=3,25.0,"Excel, Testing, Mathematics, Reports, Visio, Support, Quantitative, Statistics, R, Analysis, Web, C, Data Analysis, Python, Tableau, Vision, Analytics, Technology, SQL, Data,  Maintain, Math, Organization, Google Analytics, Design",15.0,"C, Technology, Excel, Data Analysis, Quantitative, Python, Statistics, Tableau, SQL, R, Data, Reports, Analysis, Analytics, Design",10.0,"Support, Testing, Organization, Mathematics,  Maintain, Visio, Math, Web, Vision, Google Analytics",93.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, image classification, Coding, Java, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 Customer Order Specialist Intern, Teradata, , Internship,15.0,60.0,https://www.indeed.com/rc/clk?jk=b75a7fda3c03e907&fccid=ded9605952442cb4&vjs=3,20.0,"C, Innovation, Data Warehousing, Communication, Excel, Logic, R, Review, Software, Tools, Big Data, Hardware, Data Analytics, Data,  Maintain, Organization, Big Data Analytics, Management, Analytics, Design",12.0,"C, Data Warehousing, Excel, R, Tools, Big Data, Data, Data Analytics, Big Data Analytics, Management, Analytics, Design",8.0,"Innovation, Logic, Review, Software, Hardware,  Maintain, Organization, Communication",96.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, image classification problem, OLAP, C++, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 Financial Data Analytics Intern, Molex, , Internship,13.0,59.26,https://www.indeed.com/rc/clk?jk=bba50630303878ec&fccid=de113fe345574782&vjs=3,27.0,"Decision making, Financial, Data Analytics, Data Modeling, Data Visualization Tools, Data Management, SAP Design Studio, R, Data Visualization, iOS, Communication, C, Tableau, Collaboration , Consulting, Decision Making, Reporting, Tools, Collaboration, Analytics, Data Mining, Development, Evaluating, Data, Organization, Management, Design",16.0,"C, Data Mining, Development, Decision making, Tableau, R, Decision Making, Data Visualization, Reporting, Tools, Data, Data Analytics, Management, SAP Design Studio, Analytics, Design",11.0,"Data Management, Evaluating, Collaboration , Consulting, Financial, Data Modeling, Organization, iOS, Data Visualization Tools, Collaboration, Communication",92.0,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, CNN, Statistical Analysis, Hadoop Streaming, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Optimization, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 KCNA - IT Intern, Kimberly-Clark, ," Full-time, Internship",2.0,59.09,https://www.indeed.com/rc/clk?jk=76e5baa3e87cb63d&fccid=d5e3dc20c284054b&vjs=3,22.0,"Excel, Testing, Information Technology, Technical, Windows, Support, R, iOS, Communication, C, Tableau, Personal, Tools, Leadership, Technology, PowerPoint, Development, Data Structures, Applications, Data, Visualizations, Management",13.0,"Windows, C, Leadership, Excel, Technology, Development, Tableau, R, Tools, Data, Information Technology, Technical, Management",9.0,"Data Structures, PowerPoint, Support, Testing, Personal, Applications, iOS, Visualizations, Communication",95.0,"Toad, Tensorflow, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Predictive Quantitative Analysis, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 Business Analyst Intern (Summer 2018), Cox Automotive, ," Full-time, Temporary, Internship",5.0,58.82,https://www.indeed.com/rc/clk?jk=6c6a638acad9b4f7&fccid=7e465a3d521b3ac3&vjs=3,17.0,"C, Data Strategy, Excel, Automotive, Business Intelligence, Tableau, Information Systems, R, Data Manipulation, Financial, Reporting, Tools, Data, Organization, Management, Analytics, Design",10.0,"C, Excel, Tableau, R, Reporting, Tools, Data, Management, Analytics, Design",7.0,"Data Strategy, Automotive, Business Intelligence, Information Systems, Data Manipulation, Financial, Organization",98.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Development, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 Business Analyst Intern, Remitly, , Internship,6.0,58.82,https://www.indeed.com/rc/clk?jk=9624bd03b05888c4&fccid=76d96f0d43e39574&vjs=3,17.0,"C, Development, SQL, Quantitative, Decision making, Testing, Tableau, R, Decision Making, Tools, Creative, Data, Mobile, Analytical , Web, Communication, Analytical",10.0,"C, Development, SQL, Quantitative, Decision making, Tableau, R, Decision Making, Tools, Data",7.0,"Testing, Mobile, Creative, Analytical , Web, Communication, Analytical",98.0,"Toad, Tensorflow, Excel, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Data Analysis, Python, image classification, Coding, Java, Analytics, Data Mining, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Statistics, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, Analysis, SAS, Data Sets, Seaborn, Reporting, Enterprise Miner, Operations, C#, Spark, Science, Matplotlib, Hive, Networks, Business Objects",108.0
 2018 Internship Program - Drug Product Development Analyst Intern, Global Drug Development, ," Full-time, Internship",10.0,57.89,https://www.indeed.com/rc/clk?jk=33fc3b0a9cb8c618&fccid=33a25703f11e526a&vjs=3,19.0,"C, Technology, Development, Excel, Data Analysis, EDA, Science, ECL, R, Training, Product Development, Data, Legal,  Maintain, Reports, Database, MS Excel, Analysis, Spreadsheet",11.0,"C, Technology, Development, Excel, Data Analysis, Science, R, Data, Reports, MS Excel, Analysis",8.0,"EDA, ECL, Training, Product Development,  Maintain, Database, Legal, Spreadsheet",97.0,"Toad, Tensorflow, Certifications, Code, Technical, Flume, Machine Learning Algorithms, Processing, Linux, Spyder, Python, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, Programming, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Design, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Windows, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, Tools, PLSQL, Leadership, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Reporting, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108.0
" 2018 Intern, Additive Manufacturing Simulation Data Analyst", ANSYS, ," Full-time, Internship",15.0,57.69,https://www.indeed.com/rc/clk?jk=13f32e3fc49b9c8c&fccid=95f8f553c04ed01c&vjs=3,26.0,"Documentation, Software, Technical, Windows, Support, R, Writing, Analysis, Linux, Matlab, C, Data Analysis, Python, Trends, Reporting, Tools, Engineering, Problem-solving, Data Trends, Science, Development, Manufacturing, Mechanical, Data, Programming, Design",15.0,"Windows, C, Science, Development, Data Analysis, Python, R, Reporting, Tools, Data, Programming, Analysis, Technical, Linux, Design",11.0,"Support, Manufacturing, Documentation, Mechanical, Writing, Software, Trends, Engineering, Problem-solving, Matlab, Data Trends",93.0,"Toad, Tensorflow, Excel, Certifications, Code, Flume, Machine Learning Algorithms, Processing, Spyder, image classification, Coding, Java, Analytics, Data Mining, SQL, Lumira, Sqoop, Pandas, Numpy, NLTK, SAP Design Studio, CNN, Statistical Analysis, Hadoop Streaming, Data Analytics, Mac, R-Studio, Quantitative, Statistics, Tableau, SAP HANA, Oracle SQL Developer, BEX Query Designer and Analyzer, SAP NetWeaver, Translation, Exploratory Data Analysis, Big Data, Microsoft Azure, Pig, MS Visual Studio, Hadoop ecosystem, Management, Computer Science, Optimization, Decision making, sklearn, Convolutional Neural Network, Algorithms, Information Technology, Predictive Quantitative Analysis, Image Processing, Hadoop, Statistical Modelling, SAP Business Objects, Data Visualization, MS Excel, Quantitative Analysis, Developer, Decision Analytics, Oracle, ETL, HANA, Computer, Jupyter Notebooks, Data Science, PLSQL, Leadership, Technology, Forecasting, Multivariate Analysis, sci-kit learn, Statistical Learning, Text Analytics, MapReduce, Keras, Reports, Data Warehousing, image classification problem, OLAP, C++, Big Data Analytics, SAS, Data Sets, Seaborn, Decision Making, Enterprise Miner, Operations, C#, Spark, Matplotlib, Hive, Networks, Business Objects",108.0
